"","article","sentence"
"148","Multiple numeric competencies- When a number is not just a number_2015_A+25","Many thanks to Alan Castel, Dana Chesney, Marieke de Vries, Catalina Estrada Mejia, Marcus Mayorga, Dan Schley, and Martin Tusler for providing comments and/or assistance on this manuscript."
"149","Multiple numeric competencies- When a number is not just a number_2015_A+26","Correspondence concerning this article should be addressed to Ellen Peters, Psychology Department, The Ohio State University, 132 Lazenby Hall, 1827 Neil Avenue, Columbus, OH 43210."
"150","Multiple numeric competencies- When a number is not just a number_2015_A+27","E-mail: peters.498@ osu.edu 802 always did such tasks for them until his death 2 years prior."
"151","Multiple numeric competencies- When a number is not just a number_2015_A+30","Although students often ask why they should learn math and whether it will ever be useful, Jeff and Ruth provide examples of the importance of everyday math, belief in one’s numeric ability, and (in Jeff’s case) how compensatory numeric skills might exist."
"152","Multiple numeric competencies- When a number is not just a number_2015_A+31","Making good choices in life often involves understanding and using numeric information (Hibbard, Peters, Slovic, Finucane, & Tusler, 2001; Thaler & Sunstein, 2003; Woloshin, Schwarz, & Welch, 2004)."
"153","Multiple numeric competencies- When a number is not just a number_2015_A+32","Choosing the best health insurance involves calcu- lating likely annual costs from monthly premiums, deductibles, and office and pharmacy copayments."
"154","Multiple numeric competencies- When a number is not just a number_2015_A+33","Making an informed deci- sion about a medical treatment or screening option requires un- derstanding risk and benefit information (including their probabi- listic nature)."
"155","Multiple numeric competencies- When a number is not just a number_2015_A+34","Such numeric data are provided to facilitate informed choices, but numbers can be confusing and difficult for even the most motivated and skilled individuals, and these issues are exac- erbated among the less numerate."
"156","Multiple numeric competencies- When a number is not just a number_2015_A+35","In the present article, we explore the value of explicitly considering multiple measures of numeric competence— objective numeracy, subjective numeracy, and the mapping of symbolic numbers."
"157","Multiple numeric competencies- When a number is not just a number_2015_A+36","We review their likely interrela- tions, test their possible dissociable roles in evaluations and deci- sion processes, and consider future directions in personality and social-psychological processes."
"158","Multiple numeric competencies- When a number is not just a number_2015_A+37","To begin, measures of numeracy can be considered facets of personality and specifically of the Openness/Intellect factor."
"159","Multiple numeric competencies- When a number is not just a number_2015_A+38","Al- This document is copyrighted by the American Psychological Association or one of its allied publishers.This article is intended solely for the personal use of the individual user and is not to be disseminated broadly.though intelligence (including numeric intelligence) and other cognitive variables are not typically thought of as within the bounds of personality, some early personality theorists considered intelligence integral to personality (e.g., Cattell, 1950; Damarin & Cattell, 1968)."
"160","Multiple numeric competencies- When a number is not just a number_2015_A+39","More recent researchers have argued similarly that personality is a broad construct that includes intelligence (De- Young, 2011; DeYoung, Quilty, Peterson, & Gray, 2014)."
"161","Multiple numeric competencies- When a number is not just a number_2015_A+40","The Openness/Intellect factor, in particular, has consistently demon- strated positive correlations with general intelligence (r = .30), with Intellect having stronger correlations with general intelli- gence than does Openness (DeYoung, 2011; Zillig, Hemenover, & Dienstbier, 2002)."
"162","Multiple numeric competencies- When a number is not just a number_2015_A+41","In the present article, we control for measures of general intelligence and specifically consider number-related in- telligence."
"163","Multiple numeric competencies- When a number is not just a number_2015_A+42","We examine self-perceptions of it (“How good are you at working with fractions?”"
"164","Multiple numeric competencies- When a number is not just a number_2015_A+43","; Fagerlin, Zikmund-Fisher, et al., 2007, similar to perceived intelligence items of the Intellect facet; e.g., “I am quick to understand things”; DeYoung, Quilty, & Peterson, 2007) as well as two measures of numeric intelligence (similar to other intelligence tests in that they have right and wrong answers)."
"165","Multiple numeric competencies- When a number is not just a number_2015_A+44","We then relate the measures to each other and to eval- uation and choice processes to assess their potentially separable influences."
"166","Multiple numeric competencies- When a number is not just a number_2015_A+45","Because perceived and actual intelligence are more strongly associated within specific abilities such as numeracy than within more general intelligence (DeYoung, 2011), it is unclear whether such separate influences will emerge."
"167","Multiple numeric competencies- When a number is not just a number_2015_A+46","This document is copyrighted by the American Psychological Association or one of its allied publishers."
"168","Multiple numeric competencies- When a number is not just a number_2015_A+47","This article is intended solely for the personal use of the individual user and is not to be disseminated broadly."
"169","Multiple numeric competencies- When a number is not just a number_2015_A+48","Objective Numeracy Recent research suggests that people differ substantially in objective numeracy (defined as the ability to understand and use probabilistic and mathematical concepts and measured with a math test generally focused on probabilistic reasoning; Peters, 2012; Reyna, Nelson, Han, & Dieckmann, 2009)."
"170","Multiple numeric competencies- When a number is not just a number_2015_A+49","In fact, the abilities of some people are so low that they could be considered objectively innumerate with numbers, similar to being illiterate with words."
"171","Multiple numeric competencies- When a number is not just a number_2015_A+50","For example, results from the National Assessment of Adult Lit- eracy indicated that about half of Americans lack the minimal skills necessary to use numbers embedded in common printed materials (e.g., only 60% of this nationally representative sample could figure out the correct time to take a missed medicine given instructions; Kutner et al., 2007)."
"172","Multiple numeric competencies- When a number is not just a number_2015_A+51","In a recent sample, the average American scored only 64.5% correct on a simple objective nu- meracy exam (Galesic & Garcia-Retamero, 2010)."
"173","Multiple numeric competencies- When a number is not just a number_2015_A+52","Even for the easiest question (“If the chance of getting a disease is 10%, how many people would be expected to get the disease out of 1000?”), 17% answered incorrectly."
"174","Multiple numeric competencies- When a number is not just a number_2015_A+53","For the most difficult item (“In the Daily Times Sweepstakes, the chance of winning a car is 1 in 1000."
